country,country_code,city,place_name,category,description,rating,entry_fee_usd,visit_duration_hrs,best_time_to_visit,tags,lat,lon,is_unesco,continent,nearest_airport_iata,nearest_airport_name,avg_flight_price_usd
United States,XX,Richmond Heights,Richmond Heights Central Square,Landmark,"The historic heart of Richmond Heights, bustling with locals and cafes.",4.2,10,2,Afternoon,"Iconic,Free",41.57273349163584,-81.4889848664331,No,Unknown,CGF,Cuyahoga County Airport,
United States,XX,Richmond Heights,Richmond Heights Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Richmond Heights.,4.5,15,1,Morning,"Architecture,Spiritual",41.57911996847877,-81.49137460637593,No,Unknown,CGF,Cuyahoga County Airport,
United States,XX,Richmond Heights,Richmond Heights City Botanical Gardens,Park,A peaceful green oasis in the middle of Richmond Heights.,4.6,25,1,Morning,"Nature,Relaxing",41.58213240131294,-81.49871440018133,No,Unknown,CGF,Cuyahoga County Airport,
United States,XX,Mansfield,Mansfield City Botanical Gardens,Park,A peaceful green oasis in the middle of Mansfield.,4.4,15,3,Morning,"Nature,Relaxing",40.8205328230785,-82.5317999956461,No,Unknown,MFD,Mansfield Lahm Regional Airport,
United States,XX,Mansfield,Mansfield Scenic Lookout Point,Nature,Panoramic views of Mansfield and its surroundings.,4.6,0,1,Sunset,"Views,Nature",40.820264750815966,-82.53387476401413,No,Unknown,MFD,Mansfield Lahm Regional Airport,
United States,XX,Lawton,Lawton Scenic Lookout Point,Nature,Panoramic views of Lawton and its surroundings.,4.4,15,3,Sunset,"Views,Nature",34.551005669059954,-98.40966309128372,No,Unknown,LAW,Lawton Fort Sill Regional Airport,
United States,XX,Lawton,Lawton National Museum,Museum,Explore the deep history and culture of United States in Lawton.,4.7,5,3,Morning,"History,Culture",34.58602590341841,-98.40326238572979,No,Unknown,LAW,Lawton Fort Sill Regional Airport,
United States,XX,Lawton,Lawton Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Lawton.,4.7,10,3,Morning,"Architecture,Spiritual",34.58361742996827,-98.42451329817385,No,Unknown,LAW,Lawton Fort Sill Regional Airport,
United States,XX,Fort Collins,Fort Collins City Botanical Gardens,Park,A peaceful green oasis in the middle of Fort Collins.,4.8,25,2,Morning,"Nature,Relaxing",40.45273915569001,-105.01803322746964,No,Unknown,FNL,Northern Colorado Regional Airport,
United States,XX,Fort Collins,Fort Collins Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Fort Collins.",4.2,0,1,Evening,"Nightlife,Food",40.46950999821501,-105.0189662668397,No,Unknown,FNL,Northern Colorado Regional Airport,
United States,XX,Flagstaff,Flagstaff Scenic Lookout Point,Nature,Panoramic views of Flagstaff and its surroundings.,4.4,15,1,Sunset,"Views,Nature",35.1467877637406,-111.68056269482294,No,Unknown,FLG,Flagstaff Pulliam Airport,
United States,XX,Flagstaff,Flagstaff Central Square,Landmark,"The historic heart of Flagstaff, bustling with locals and cafes.",4.2,10,2,Afternoon,"Iconic,Free",35.14825420933347,-111.65122536608771,No,Unknown,FLG,Flagstaff Pulliam Airport,
United States,XX,South Lake Tahoe,South Lake Tahoe City Botanical Gardens,Park,A peaceful green oasis in the middle of South Lake Tahoe.,4.6,10,1,Morning,"Nature,Relaxing",38.88230850776244,-119.97944934131941,No,Unknown,TVL,Lake Tahoe Airport,
United States,XX,South Lake Tahoe,South Lake Tahoe Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of South Lake Tahoe.,4.4,0,2,Morning,"Architecture,Spiritual",38.909309680689994,-120.01192398335114,No,Unknown,TVL,Lake Tahoe Airport,
United States,XX,Twin Falls,Twin Falls Scenic Lookout Point,Nature,Panoramic views of Twin Falls and its surroundings.,4.2,0,3,Sunset,"Views,Nature",42.49896577563546,-114.49062581566291,No,Unknown,TWF,Joslin Field Magic Valley Regional Airport,
United States,XX,Twin Falls,Twin Falls City Botanical Gardens,Park,A peaceful green oasis in the middle of Twin Falls.,4.0,10,3,Morning,"Nature,Relaxing",42.46809900575837,-114.49086971293046,No,Unknown,TWF,Joslin Field Magic Valley Regional Airport,
United States,XX,Vineyard Haven MA,Vineyard Haven MA Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Vineyard Haven MA.",4.8,10,1,Evening,"Nightlife,Food",41.39829236092338,-70.59857353446962,No,Unknown,MVY,Martha's Vineyard Airport,
United States,XX,Vineyard Haven MA,Vineyard Haven MA Central Square,Landmark,"The historic heart of Vineyard Haven MA, bustling with locals and cafes.",4.2,5,3,Afternoon,"Iconic,Free",41.378487217862315,-70.62156514358539,No,Unknown,MVY,Martha's Vineyard Airport,
United States,XX,Concord NH,Concord NH Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Concord NH.",4.6,15,1,Evening,"Nightlife,Food",43.21752210424454,-71.51680453093914,No,Unknown,CON,Concord Municipal Airport,
United States,XX,Concord NH,Concord NH Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Concord NH.,4.1,15,2,Morning,"Architecture,Spiritual",43.185195303081095,-71.49605661397251,No,Unknown,CON,Concord Municipal Airport,
United States,XX,Concord NH,Concord NH Scenic Lookout Point,Nature,Panoramic views of Concord NH and its surroundings.,4.4,25,1,Sunset,"Views,Nature",43.2005453434753,-71.50596026561674,No,Unknown,CON,Concord Municipal Airport,
United States,XX,Groton CT,Groton CT City Botanical Gardens,Park,A peaceful green oasis in the middle of Groton CT.,4.1,15,1,Morning,"Nature,Relaxing",41.345300636897676,-72.05695768838403,No,Unknown,GON,Groton New London Airport,
United States,XX,Groton CT,Groton CT National Museum,Museum,Explore the deep history and culture of United States in Groton CT.,4.1,10,1,Morning,"History,Culture",41.34711416356874,-72.06393462607443,No,Unknown,GON,Groton New London Airport,
United States,XX,Saint Cloud,Saint Cloud Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Saint Cloud.,4.7,15,2,Morning,"Architecture,Spiritual",45.54907783263382,-94.05114323262703,No,Unknown,STC,St Cloud Regional Airport,
United States,XX,Saint Cloud,Saint Cloud National Museum,Museum,Explore the deep history and culture of United States in Saint Cloud.,4.3,25,3,Morning,"History,Culture",45.54364648592262,-94.06778344554048,No,Unknown,STC,St Cloud Regional Airport,
United States,XX,Columbus Mississippi,Columbus Mississippi Central Square,Landmark,"The historic heart of Columbus Mississippi, bustling with locals and cafes.",4.7,25,3,Afternoon,"Iconic,Free",33.466939847352045,-88.60493258422962,No,Unknown,GTR,Golden Triangle Regional Airport,
United States,XX,Columbus Mississippi,Columbus Mississippi Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Columbus Mississippi.,4.0,15,3,Morning,"Architecture,Spiritual",33.467153462591305,-88.58223925228972,No,Unknown,GTR,Golden Triangle Regional Airport,
United States,XX,Columbus Mississippi,Columbus Mississippi National Museum,Museum,Explore the deep history and culture of United States in Columbus Mississippi.,4.6,15,2,Morning,"History,Culture",33.43104700458347,-88.5978833005031,No,Unknown,GTR,Golden Triangle Regional Airport,
United States,XX,Hoquiam,Hoquiam Central Square,Landmark,"The historic heart of Hoquiam, bustling with locals and cafes.",4.9,25,1,Afternoon,"Iconic,Free",46.98216284030711,-123.94984547503826,No,Unknown,HQM,Bowerman Airport,
United States,XX,Hoquiam,Hoquiam Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Hoquiam.",4.8,15,1,Evening,"Nightlife,Food",46.9843396876874,-123.94066687698604,No,Unknown,HQM,Bowerman Airport,
United States,XX,Hoquiam,Hoquiam Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Hoquiam.,4.4,15,2,Morning,"Architecture,Spiritual",46.99047334295376,-123.93390412173886,No,Unknown,HQM,Bowerman Airport,
United States,XX,Erie,Erie National Museum,Museum,Explore the deep history and culture of United States in Erie.,4.8,25,1,Morning,"History,Culture",42.08919566084552,-80.18446042067683,No,Unknown,ERI,Erie International Tom Ridge Field,
United States,XX,Erie,Erie Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Erie.,4.7,15,2,Morning,"Architecture,Spiritual",42.1028057037233,-80.19043719644733,No,Unknown,ERI,Erie International Tom Ridge Field,
United States,XX,Erie,Erie Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Erie.",4.5,10,1,Evening,"Nightlife,Food",42.08525558200554,-80.16998447563377,No,Unknown,ERI,Erie International Tom Ridge Field,
United States,XX,Barnstable,Barnstable Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Barnstable.,4.4,10,3,Morning,"Architecture,Spiritual",41.685943880631925,-70.26615936396315,No,Unknown,HYA,Barnstable Municipal Boardman Polando Field,
United States,XX,Barnstable,Barnstable Scenic Lookout Point,Nature,Panoramic views of Barnstable and its surroundings.,4.4,0,1,Sunset,"Views,Nature",41.674104281301624,-70.28192732729788,No,Unknown,HYA,Barnstable Municipal Boardman Polando Field,
United States,XX,Barnstable,Barnstable Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Barnstable.",4.0,5,3,Evening,"Nightlife,Food",41.683252268650115,-70.27521435985732,No,Unknown,HYA,Barnstable Municipal Boardman Polando Field,
United States,XX,Sedona,Sedona Central Square,Landmark,"The historic heart of Sedona, bustling with locals and cafes.",4.3,10,2,Afternoon,"Iconic,Free",34.86843229252463,-111.80190627366105,No,Unknown,SDX,Sedona Airport,
United States,XX,Sedona,Sedona Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Sedona.,4.2,25,2,Morning,"Architecture,Spiritual",34.85671302121145,-111.77781333746927,No,Unknown,SDX,Sedona Airport,
United States,XX,Morgantown,Morgantown Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Morgantown.",4.8,15,2,Evening,"Nightlife,Food",39.638268073128614,-79.91871508845887,No,Unknown,MGW,Morgantown Municipal Walter L. Bill Hart Field,
United States,XX,Morgantown,Morgantown Scenic Lookout Point,Nature,Panoramic views of Morgantown and its surroundings.,4.8,15,1,Sunset,"Views,Nature",39.63770981445989,-79.93524876480868,No,Unknown,MGW,Morgantown Municipal Walter L. Bill Hart Field,
United States,XX,Morgantown,Morgantown City Botanical Gardens,Park,A peaceful green oasis in the middle of Morgantown.,4.8,15,3,Morning,"Nature,Relaxing",39.632296860516924,-79.91402540978682,No,Unknown,MGW,Morgantown Municipal Walter L. Bill Hart Field,
United States,XX,Scranton,Scranton Central Square,Landmark,"The historic heart of Scranton, bustling with locals and cafes.",4.4,10,2,Afternoon,"Iconic,Free",41.318657956870496,-75.71976883755059,No,Unknown,AVP,Wilkes Barre Scranton International Airport,
United States,XX,Scranton,Scranton Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Scranton.,4.2,10,1,Morning,"Architecture,Spiritual",41.35584985332569,-75.7092901385223,No,Unknown,AVP,Wilkes Barre Scranton International Airport,
United States,XX,Scranton,Scranton City Botanical Gardens,Park,A peaceful green oasis in the middle of Scranton.,4.0,0,1,Morning,"Nature,Relaxing",41.33479578190966,-75.72391221124576,No,Unknown,AVP,Wilkes Barre Scranton International Airport,
United States,XX,Bemidji,Bemidji City Botanical Gardens,Park,A peaceful green oasis in the middle of Bemidji.,4.4,5,2,Morning,"Nature,Relaxing",47.52785791800156,-94.94857937713918,No,Unknown,BJI,Bemidji Regional Airport,
United States,XX,Bemidji,Bemidji Scenic Lookout Point,Nature,Panoramic views of Bemidji and its surroundings.,4.1,15,3,Sunset,"Views,Nature",47.505904972463256,-94.91687784522998,No,Unknown,BJI,Bemidji Regional Airport,
United States,XX,Fargo,Fargo Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Fargo.",4.2,25,2,Evening,"Nightlife,Food",46.91341388991645,-96.82324621649165,No,Unknown,FAR,Hector International Airport,
United States,XX,Fargo,Fargo Scenic Lookout Point,Nature,Panoramic views of Fargo and its surroundings.,4.4,25,2,Sunset,"Views,Nature",46.932554396985836,-96.81288410496268,No,Unknown,FAR,Hector International Airport,
United States,XX,Fargo,Fargo National Museum,Museum,Explore the deep history and culture of United States in Fargo.,4.2,0,2,Morning,"History,Culture",46.93946824195158,-96.80241226680492,No,Unknown,FAR,Hector International Airport,
United States,XX,Gillette,Gillette Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Gillette.,4.7,0,3,Morning,"Architecture,Spiritual",44.358314567059054,-105.53889863203116,No,Unknown,GCC,Gillette Campbell County Airport,
United States,XX,Gillette,Gillette City Botanical Gardens,Park,A peaceful green oasis in the middle of Gillette.,4.1,15,3,Morning,"Nature,Relaxing",44.36056787851144,-105.54959272241862,No,Unknown,GCC,Gillette Campbell County Airport,
United States,XX,State College Pennsylvania,State College Pennsylvania Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in State College Pennsylvania.",4.3,10,1,Evening,"Nightlife,Food",40.839674701413145,-77.84189566704141,No,Unknown,SCE,University Park Airport,
United States,XX,State College Pennsylvania,State College Pennsylvania National Museum,Museum,Explore the deep history and culture of United States in State College Pennsylvania.,4.8,5,2,Morning,"History,Culture",40.833608532105956,-77.83454964724014,No,Unknown,SCE,University Park Airport,
United States,XX,Meridian,Meridian National Museum,Museum,Explore the deep history and culture of United States in Meridian.,4.1,10,3,Morning,"History,Culture",32.31555380953416,-88.74502549412091,No,Unknown,MEI,Key Field,
United States,XX,Meridian,Meridian Central Square,Landmark,"The historic heart of Meridian, bustling with locals and cafes.",4.9,25,3,Afternoon,"Iconic,Free",32.31768594958328,-88.73727505748093,No,Unknown,MEI,Key Field,
United States,XX,Springfield,Springfield Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Springfield.",4.2,0,2,Evening,"Nightlife,Food",39.85617541018117,-89.67781930146792,No,Unknown,SPI,Abraham Lincoln Capital Airport,
United States,XX,Springfield,Springfield Scenic Lookout Point,Nature,Panoramic views of Springfield and its surroundings.,4.6,25,2,Sunset,"Views,Nature",39.836170272806235,-89.67415488943082,No,Unknown,SPI,Abraham Lincoln Capital Airport,
United States,XX,Springfield,Springfield Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Springfield.,4.9,25,3,Morning,"Architecture,Spiritual",39.83589838096843,-89.66044165638345,No,Unknown,SPI,Abraham Lincoln Capital Airport,
United States,XX,Cortez,Cortez Scenic Lookout Point,Nature,Panoramic views of Cortez and its surroundings.,4.1,5,3,Sunset,"Views,Nature",37.32110038549599,-108.64596390025036,No,Unknown,CEZ,Cortez Municipal Airport,
United States,XX,Cortez,Cortez National Museum,Museum,Explore the deep history and culture of United States in Cortez.,4.8,0,2,Morning,"History,Culture",37.309984202371915,-108.64495357736573,No,Unknown,CEZ,Cortez Municipal Airport,
United States,XX,Hayden,Hayden Central Square,Landmark,"The historic heart of Hayden, bustling with locals and cafes.",4.1,0,3,Afternoon,"Iconic,Free",40.49624096413119,-107.22065808359035,No,Unknown,HDN,Yampa Valley Airport,
United States,XX,Hayden,Hayden City Botanical Gardens,Park,A peaceful green oasis in the middle of Hayden.,4.7,10,1,Morning,"Nature,Relaxing",40.48319868054385,-107.23456530448559,No,Unknown,HDN,Yampa Valley Airport,
